Latitude UTM (m),Longitude UTM (m)
219691,2829372
219726,2829380
219755,2829390
219779,2829404
219794,2829419
219804,2829438
219806,2829464
219819,2829488
219831,2829505
219847,2829522
219863,2829535
219876,2829540
219886,2829543
219900,2829545
219924,2829542
219949,2829530
219968,2829519
219989,2829504
220014,2829491
220045,2829477
220066,2829467
220084,2829449
220102,2829429
220117,2829408
220129,2829387
220147,2829355
220168,2829332
220194,2829320
220220,2829310
220248,2829310
220274,2829306
220307,2829301
220337,2829299
220361,2829299
220382,2829304
220402,2829308
220415,2829318
220429,2829339
220441,2829358
220449,2829381
220455,2829410
220458,2829435
220459,2829467
220457,2829493
220454,2829528
220455,2829551
220453,2829583
220457,2829617
220457,2829649
220460,2829678
220464,2829707
220466,2829732
220473,2829762
220489,2829781
220505,2829796
220526,2829807
220550,2829818
220573,2829830
220589,2829840
220607,2829854
220627,2829859
220649,2829862
220675,2829861
220704,2829861
220728,2829860
220757,2829871
220773,2829891
220785,2829916
220787,2829943
220788,2829974
220786,2830006
220786,2830035
220787,2830058
220791,2830082
220791,2830110
220790,2830139
220789,2830168
220782,2830206
220775,2830232
220765,2830259
220758,2830290
220751,2830320
220749,2830351
220749,2830380
220761,2830430
220767,2830469
220768,2830504
220768,2830527
220752,2830566
220732,2830593
220713,2830612
220694,2830630
220674,2830656
220661,2830685
220659,2830723
220660,2830755
220666,2830781
220680,2830802
220703,2830811
220724,2830817
220752,2830822
220774,2830830
220799,2830838
220822,2830855
220833,2830881
220836,2830907
220837,2830945
220830,2830968
220815,2830981
220793,2830983
220775,2830983
220744,2830987
220719,2831002
220691,2831040
220675,2831063
220660,2831084
220634,2831108
220606,2831126
220578,2831146
220554,2831161
220531,2831179
220499,2831205
220462,2831230
220428,2831251
220402,2831268
220379,2831292
220361,2831318
220349,2831339
220327,2831370
220300,2831395
220274,2831410
220248,2831428
220219,2831452
220199,2831475
220184,2831504
220174,2831533
220162,2831563
220155,2831592
220148,2831621
220140,2831650
220133,2831682
220124,2831703
220112,2831714
220099,2831729
220096,2831748
220098,2831767
220114,2831784
220137,2831792
220161,2831793
220184,2831799
220204,2831816
220229,2831826
220257,2831829
220280,2831829
220306,2831831
220330,2831841
220336,2831860
220329,2831883
220313,2831897
220292,2831912
220264,2831930
220245,2831952
220234,2831979
220216,2832015
220203,2832035
220193,2832058
220184,2832079
220167,2832101
220148,2832117
220155,2832137
220176,2832146
220192,2832150
220215,2832159
220239,2832156
220274,2832148
220307,2832152
220342,2832165
220369,2832191
220377,2832216
220394,2832238
220411,2832258
220424,2832280
220440,2832300
220457,2832318
220474,2832336
220495,2832349
220511,2832360
220530,2832373
220553,2832384
220573,2832394
220600,2832396
220628,2832396
220659,2832399
220686,2832406
220712,2832407
220741,2832407
220768,2832417
220801,2832421
220827,2832434
220844,2832454
220855,2832476
220882,2832487
220913,2832502
220933,2832520
220944,2832556
220945,2832592
220929,2832626
220904,2832662
220874,2832691
220828,2832735
220763,2832786
220715,2832827
220689,2832857
220661,2832898
220631,2832928
220597,2832958
220559,2832991
220531,2833025
220501,2833055
220480,2833091
220448,2833135
220424,2833178
220400,2833217
220391,2833249
220388,2833276
220385,2833297
220375,2833317
220356,2833337
220333,2833357
220315,2833380
220290,2833404
220264,2833423
220238,2833439
220218,2833463
220189,2833486
220168,2833504
220151,2833516
220130,2833531
220109,2833543
220084,2833563
220056,2833589
220027,2833614
220012,2833629
219991,2833649
219968,2833671
219942,2833696
219912,2833724
219889,2833748
219871,2833771
219859,2833806
219859,2833840
219865,2833875
219878,2833901
219903,2833923
219926,2833944
219948,2833969
219972,2833991
219995,2834021
220020,2834045
220046,2834064
220068,2834092
220085,2834116
220100,2834140
220115,2834173
220118,2834210
220119,2834245
220120,2834277
220121,2834314
220132,2834348
220137,2834381
220141,2834417
220145,2834453
220148,2834489
220148,2834528
220149,2834568
220150,2834608
220151,2834652
220152,2834692
220153,2834738
220161,2834779
220172,2834819
220179,2834855
220186,2834893
220190,2834933
220197,2834966
220203,2835006
220210,2835048
220215,2835093
220219,2835133
220225,2835173
220223,2835219
220224,2835248
220227,2835295
220228,2835335
220229,2835384
220230,2835424
220234,2835465
220240,2835505
220248,2835545
220252,2835589
220258,2835629
220259,2835675
220257,2835716
220252,2835763
220246,2835803
220239,2835843
220234,2835878
220230,2835907
220219,2835939
220208,2835976
220199,2836008
220192,2836037
220182,2836072
220175,2836098
220169,2836125
220163,2836156
220155,2836175
220145,2836199
220140,2836220
220135,2836245
220130,2836277
220132,2836309
220143,2836341
220149,2836370
220161,2836406
220172,2836442
220180,2836473
220196,2836514
220210,2836557
220221,2836598
220233,2836649
220242,2836689
220251,2836725
220259,2836764
220270,2836804
220283,2836852
220294,2836910
220306,2836970
220315,2837028
220324,2837086
220330,2837135
220331,2837201
220330,2837247
220328,2837283
220323,2837314
220311,2837375
220302,2837422
220294,2837459
220285,2837505
220278,2837540
220273,2837574
220270,2837615
220265,2837656
220258,2837702
220259,2837743
220260,2837789
220261,2837830
220262,2837876
220263,2837925
220259,2837980
220257,2838029
220253,2838067
220247,2838112
220242,2838165
220232,2838220
220228,2838258
220223,2838309
220219,2838350
220212,2838397
220206,2838440
220204,2838486
220200,2838533
220206,2838582
220212,2838616
220215,2838654
220221,2838688
220225,2838723
220236,2838763
220241,2838805
220246,2838847
220246,2838884
220247,2838916
220245,2838954
220247,2838985
220249,2839017
220260,2839063
220276,2839098
220292,2839133
220307,2839172
220316,2839218
220328,2839261
220336,2839307
220348,2839359
220359,2839399
220365,2839439
220374,2839480
220386,2839534
220394,2839570
220404,2839612
220420,2839649
220433,2839689
220440,2839720
220450,2839747
220462,2839790
220468,2839819
220479,2839847
220487,2839876
220501,2839916
220512,2839949
220526,2839986
220540,2840026
220573,2840086
220586,2840109
220611,2840146
220635,2840183
220654,2840209
220674,2840231
220694,2840247
220715,2840256
220744,2840267
220781,2840272
220812,2840277
220846,2840277
220881,2840267
220919,2840267
220956,2840266
220988,2840265
221013,2840274
221030,2840296
221044,2840322
221052,2840348
221066,2840385
221080,2840419
221096,2840451
221107,2840473
221122,2840500
221134,2840528
221152,2840561
221170,2840588
221186,2840618
221202,2840645
221219,2840662
221237,2840667
221264,2840674
221295,2840675
221313,2840674
221336,2840683
221340,2840702
221333,2840726
221314,2840756
221301,2840775
221292,2840799
221281,2840835
221275,2840872
221273,2840910
221264,2840950
221259,2840985
221257,2840998
221256,2841006
221250,2841032
221247,2841053
221244,2841077
221235,2841115
221231,2841144
221229,2841185
221223,2841220
221218,2841248
221209,2841280
221195,2841314
221182,2841346
221171,2841374
221150,2841409
221133,2841431
221113,2841455
221090,2841470
221063,2841486
221042,2841501
221017,2841514
220991,2841534
220968,2841547
220943,2841563
220920,2841582
220903,2841598
220890,2841611
220862,2841637
220834,2841661
220808,2841676
220785,2841691
220758,2841709
220729,2841729
220703,2841754
220666,2841778
220633,2841802
220610,2841820
220579,2841843
220553,2841864
220530,2841885
220505,2841900
220484,2841919
220466,2841935
220445,2841947
220424,2841965
220395,2841983
220373,2841995
220349,2842001
220315,2842011
220282,2842020
220249,2842033
220217,2842049
220191,2842059
220156,2842071
220128,2842087
220100,2842105
220077,2842125
220059,2842149
220044,2842177
220029,2842210
220018,2842240
220009,2842277
220010,2842313
220015,2842341
220021,2842373
220031,2842412
220042,2842444
220051,2842479
220057,2842511
220063,2842542
220068,2842587
220077,2842628
220088,2842662
220097,2842697
220108,2842737
220113,2842762
220121,2842789
220127,2842819
220134,2842851
220138,2842882
220142,2842922
220143,2842977
220144,2843014
220142,2843061
220138,2843110
220144,2843153
220153,2843182
220166,2843216
220180,2843250
220194,2843285
220207,2843315
220222,2843353
220230,2843391
220245,2843445
220256,2843497
220267,2843537
220274,2843586
220283,2843667
220290,2843719
220301,2843759
220318,2843805
220334,2843851
220348,2843888
220359,2843914
220377,2843947
220399,2843976
220423,2844005
220444,2844028
220468,2844064
220490,2844119
220510,2844177
220524,2844231
220540,2844273
220552,2844311
220566,2844357
220587,2844389
220607,2844429
220628,2844466
220653,2844503
220677,2844543
220699,2844574
220720,2844608
220745,2844651
220768,2844690
220793,2844728
220818,2844756
220842,2844796
220859,2844834
220875,2844882
220885,2844931
220888,2844983
220889,2845029
220890,2845078
220886,2845125
220889,2845172
220895,2845223
220896,2845269
220899,2845313
220904,2845385
220902,2845433
220893,2845480
220884,2845523
220876,2845566
220864,2845614
220857,2845663
220853,2845718
220849,2845787
220848,2845845
220846,2845886
220855,2845932
220872,2845958
220900,2845985
220940,2846036
220958,2846097
220969,2846150
220982,2846203
221001,2846261
221013,2846311
221020,2846368
221025,2846419
221034,2846477
221039,2846519
221045,2846559
221054,2846617
221064,2846664
221073,2846713
221079,2846759
221088,2846808
221090,2846844
221095,2846877
221099,2846925
221104,2846961
221108,2846997
221107,2847035
221109,2847067
221110,2847114
221111,2847163
221115,2847206
221116,2847252
221119,2847290
221131,2847339
221144,2847370
221161,2847404
221179,2847440
221204,2847479
221223,2847521
221245,2847561
221266,2847596
221283,2847627
221310,2847679
221334,2847718
221356,2847753
221378,2847796
221398,2847842
221427,2847893
221444,2847942
221463,2847987
221475,2848022
221486,2848073
221493,2848130
221496,2848183
221495,2848224
221488,2848269
221478,2848314
221465,2848352
221459,2848395
221452,2848450
221445,2848505
221441,2848551
221442,2848595
221440,2848632
221431,2848676
221421,2848716
221407,2848763
221384,2848804
221367,2848849
221362,2848890
221359,2848937
221349,2848990
221339,2849042
221322,2849094
221310,2849145
221300,2849190
221291,2849237
221284,2849280
221280,2849321
221275,2849364
221273,2849402
221269,2849454
221269,2849499
221276,2849538
221293,2849590
221316,2849639
221341,2849689
221364,2849741
221389,2849807
221414,2849873
221436,2849922
221463,2849976
221483,2850019
221501,2850070
221519,2850112
221533,2850165
221537,2850214
221540,2850258
221544,2850304
221547,2850344
221548,2850396
221549,2850434
221548,2850479
221543,2850526
221541,2850561
221539,2850601
221540,2850639
221538,2850677
221544,2850722
221556,2850766
221573,2850812
221598,2850846
221637,2850883
221674,2850903
221710,2850924
221752,2850941
221791,2850951
221829,2850964
221871,2850981
221912,2851004
221951,2851033
221988,2851053
222022,2851074
222064,2851113
222091,2851152
222128,2851194
222161,2851236
222190,2851275
222220,2851315
222255,2851359
222289,2851396
222331,2851443
222364,2851487
222391,2851532
222418,2851574
222446,2851627
222469,2851660
222496,2851691
222515,2851717
222539,2851742
222567,2851771
222594,2851805
222620,2851842
222642,2851874
222666,2851914
222691,2851956
222718,2851996
222744,2852049
222777,2852096
222807,2852142
222834,2852182
222858,2852224
222877,2852259
222902,2852301
222923,2852336
222942,2852367
222963,2852404
222981,2852433
223004,2852467
223029,2852504
223048,2852535
223075,2852575
223102,2852612
223124,2852646
223143,2852683
223160,2852709
223176,2852738
223192,2852775
223211,2852806
223222,2852835
223241,2852875
223258,2852912
223269,2852958
223278,2852999
223282,2853051
223287,2853095
223291,2853128
223295,2853177
223298,2853226
223302,2853268
223303,2853302
223298,2853339
223291,2853383
223292,2853417
223285,2853464
223283,2853513
223282,2853542
223282,2853574
223285,2853601
223294,2853628
223310,2853662
223327,2853697
223348,2853731
223359,2853757
223373,2853782
223389,2853811
223408,2853845
223425,2853879
223441,2853912
223458,2853941
223476,2853977
223503,2854017
223525,2854060
223547,2854102
223568,2854141
223593,2854177
223618,2854212
223644,2854248
223671,2854282
223690,2854309
223714,2854336
223743,2854370
223765,2854395
223776,2854424
223790,2854450
223806,2854493
223820,2854533
223834,2854576
223841,2854617
223849,2854657
223855,2854714
223864,2854749
223865,2854789
223865,2854827
223861,2854861
223859,2854899
223855,2854937
223853,2854974
223856,2855008
223852,2855043
223852,2855076
223850,2855113
223852,2855144
223852,2855186
223858,2855229
223867,2855266
223878,2855306
223887,2855341
223898,2855372
223909,2855407
223918,2855447
223929,2855487
223943,2855527
223954,2855565
223965,2855596
223976,2855636
223985,2855665
223991,2855708
224002,2855751
224011,2855789
224017,2855832
224021,2855870
224024,2855895
224027,2855924
224030,2855958
224031,2855987
224026,2856014
224016,2856040
224006,2856066
223988,2856105
223967,2856138
223951,2856169
223936,2856204
223929,2856236
223924,2856276
223915,2856322
223916,2856360
223914,2856386
223920,2856424
223928,2856449
223940,2856490
223965,2856532
223999,2856569
224023,2856598
224042,2856628
224067,2856657
224089,2856681
224116,2856701
224143,2856728
224175,2856759
224202,2856787
224221,2856807
224253,2856833
224284,2856855
224314,2856878
224335,2856897
224362,2856925
224383,2856954
224403,2856975
224426,2856996
224447,2857016
224471,2857035
224495,2857047
224522,2857070
224554,2857094
224586,2857118
224615,2857146
224647,2857174
224673,2857193
224692,2857211
224716,2857235
224745,2857253
224768,2857274
224796,2857295
224828,2857315
224860,2857343
224879,2857366
224898,2857409
224915,2857440
224926,2857475
224934,2857509
224948,2857538
224967,2857575
224987,2857618
225008,2857652
225025,2857695
225043,2857742
225063,2857779
225083,2857813
225098,2857866
225109,2857909
225113,2857945
225122,2857982
225125,2858016
225126,2858045
225127,2858071
225130,2858105
225136,2858143
225137,2858178
225143,2858215
225145,2858262
225147,2858311
225149,2858350
225151,2858383
225152,2858412
225150,2858441
225148,2858473
225141,2858514
225136,2858543
225135,2858580
225132,2858606
225125,2858647
225121,2858687
225123,2858730
225134,2858764
225141,2858797
225145,2858831
225159,2858860
225175,2858879
225196,2858899
225212,2858924
225227,2858951
225247,2858976
225271,2859002
225290,2859027
225304,2859059
225315,2859085
225321,2859113
225329,2859154
225332,2859189
225331,2859241
225327,2859287
225310,2859348
225306,2859398
225317,2859441
225329,2859474
225341,2859508
225349,2859544
225358,2859580
225371,2859605
225388,2859637
225407,2859663
225426,2859686
225448,2859710
225468,2859737
225485,2859761
225503,2859781
225517,2859802
225539,2859835
225552,2859861
225569,2859891
225586,2859916
225595,2860004
225563,2860172
225545,2860256
225535,2860376
225522,2860495
225532,2860596
225521,2860645
225482,2860694
225428,2860765
225386,2860832
225359,2860899
225373,2860978
225422,2861034
225482,2861068
225539,2861124
225588,2861189
225650,2861276
225728,2861371
225789,2861463
225828,2861590
225848,2861779
225855,2861937
225888,2862011
225927,2862151
225973,2862252
226015,2862326
226084,2862412
226130,2862491
226178,2862525
226238,2862510
226325,2862478
226396,2862450
226487,2862417
226595,2862428
226687,2862444
226795,2862486
226892,2862563
226925,2862611
226983,2862689
227060,2862753
227128,2862787
227196,2862812
227312,2862836
227392,2862852
227509,2862920
227634,2862953
227730,2863004
227823,2863072
227900,2863115
227977,2863170
228058,2863235
228131,2863312
228224,2863381
228329,2863432
228429,2863478
228542,2863511
228654,2863531
228754,2863559
228799,2863607
228840,2863663
228873,2863729
228911,2863812
228960,2863894
229009,2863933
229064,2863927
229132,2863926
229188,2863947
229248,2863954
229288,2863949
229331,2863909
229374,2863877
229430,2863867
229501,2863857
229557,2863864
229593,2863886
229642,2863929
229671,2863963
229720,2864020
229757,2864063
229801,2864088
229849,2864101
229909,2864135
229950,2864151
229986,2864195
230047,2864220
230115,2864245
230159,2864275
230204,2864309
230241,2864352
230277,2864369
230317,2864382
230373,2864389
230433,2864406
230477,2864436
230522,2864479
230555,2864535
230588,2864592
230625,2864644
230669,2864670
230718,2864691
230762,2864716
230791,2864777
230813,2864865
230859,2864952
230880,2865018
230901,2865061
230934,2865118
230971,2865170
231015,2865222
231060,2865261
231105,2865317
231126,2865378
231136,2865457
231134,2865581
231124,2865678
231146,2865778
231144,2865858
231141,2865920
231163,2865990
231220,2866054
231245,2866124
231247,2866199
231272,2866247
231316,2866277
231352,2866294
231389,2866337
231418,2866420
231432,2866508
231473,2866578
231534,2866612
231611,2866689
231652,2866755
231697,2866785
231749,2866814
231809,2866831
231865,2866847
231945,2866854
232014,2866884
232079,2866957
232132,2867018
232204,2867052
232261,2867108
232294,2867169
232339,2867230
232384,2867260
232460,2867289
232560,2867309
232617,2867347
232670,2867443
232728,2867517
232785,2867582
232794,2867665
232769,2867798
232735,2867891
232706,2868002
232677,2868152
232678,2868205
232719,2868248
232771,2868278
232860,2868324
232948,2868371
233029,2868444
233090,2868492
233136,2868583
233142,2868676
233131,2868759
233096,2868804
233054,2868889
233032,2868964
233026,2869057
233020,2869184
233030,2869255
233051,2869325
233084,2869364
233144,2869376
233208,2869388
233229,2869436
233242,2869519
233284,2869593
233361,2869693
233386,2869741
233410,2869791
233443,2869804
233484,2869825
233526,2869874
233564,2869959
233594,2870013
233596,2870107
233577,2870193
233595,2870270
233641,2870309
233690,2870308
233768,2870334
233834,2870364
233883,2870403
233925,2870421
233956,2870384
234004,2870329
234065,2870328
234147,2870353
234234,2870387
234291,2870395
234406,2870424
234500,2870436
234605,2870407
234657,2870356
234773,2870223
234844,2870127
234916,2870053
235045,2869961
235169,2869872
235270,2869785
235362,2869733
235443,2869705
235573,2869688
235667,2869664
235735,2869636
235813,2869620
235878,2869615
235971,2869608
236058,2869634
236160,2869668
236255,2869711
236324,2869714
236443,2869725
236533,2869737
236630,2869735
236696,2869738
236769,2869750
236844,2869789
236910,2869833
236976,2869881
237051,2869974
237097,2870032
237151,2870085
237197,2870129
237242,2870160
237312,2870181
237357,2870185
237427,2870197
237476,2870200
237541,2870213
237602,2870211
237647,2870197
237711,2870155
237751,2870082
237782,2870041
237839,2870031
237909,2870034
237970,2870028
238019,2870041
238069,2870098
238115,2870147
238156,2870191
238170,2870241
238171,2870313
238184,2870367
238222,2870406
238256,2870460
238257,2870514
238262,2870595
238252,2870676
238241,2870735
238254,2870789
238275,2870829
238286,2870857
238295,2870880
238294,2870921
238301,2870950
238317,2871001
238327,2871050
238335,2871096
238341,2871163
238356,2871210
238373,2871232
238390,2871266
238388,2871307
238368,2871354
238334,2871394
238313,2871435
238300,2871461
238289,2871485
238294,2871503
238327,2871518
238374,2871561
238410,2871599
238439,2871637
238470,2871673
238520,2871695
238567,2871712
238607,2871737
238648,2871788
238669,2871824
238675,2871865
238687,2871901
238716,2871947
238747,2871982
238764,2872011
238751,2872028
238730,2872049
238707,2872070
238681,2872094
238656,2872116
238641,2872140
238642,2872167
238654,2872192
238672,2872218
238699,2872241
238729,2872256
238758,2872275
238787,2872302
238803,2872334
238817,2872374
238826,2872411
238826,2872457
238825,2872495
238818,2872536
238808,2872568
238795,2872597
238778,2872620
238752,2872641
238718,2872662
238682,2872683
238654,2872709
238639,2872738
238629,2872768
238630,2872805
238633,2872843
238628,2872872
238616,2872898
238600,2872910
238580,2872916
238543,2872919
238512,2872926
238483,2872926
238462,2872927
238447,2872939
238440,2872962
238430,2872997
238423,2873023
238410,2873046
238395,2873067
238372,2873088
238356,2873106
238352,2873135
238342,2873167
238335,2873190
238319,2873208
238298,2873217
238278,2873229
238250,2873252
238226,2873261
238203,2873270
238177,2873280
238151,2873292
238128,2873310
238110,2873327
238092,2873345
238075,2873362
238056,2873375
238030,2873381
238002,2873384
237978,2873391
237958,2873402
237934,2873423
237911,2873451
237894,2873470
237873,2873480
237852,2873483
237837,2873489
237819,2873506
237806,2873521
237786,2873553
237770,2873577
237747,2873603
237735,2873621
237714,2873638
237702,2873647
237689,2873650
237670,2873651
237654,2873649
237642,2873641
237629,2873633
237609,2873620
237591,2873615
237572,2873614
237563,2873627
237553,2873647
237543,2873672
237533,2873691
237522,2873719
237509,2873747
237495,2873779
237474,2873806
237460,2873828
237444,2873855
237434,2873872
237425,2873901
237422,2873929
237415,2873956
237408,2873982
237401,2874014
237387,2874047
237368,2874073
237350,2874096
237337,2874117
237325,2874140
237310,2874169
237299,2874196
237281,2874231
237263,2874266
237246,2874298
237236,2874330
237236,2874366
237243,2874399
237249,2874434
237253,2874479
237256,2874515
237261,2874548
237260,2874580
237252,2874610
237243,2874645
237233,2874677
237223,2874712
237208,2874736
237190,2874750
237161,2874750
237132,2874745
237100,2874745
237064,2874750
237033,2874765
237013,2874779
236998,2874799
236981,2874831
236966,2874860
236945,2874888
236929,2874908
236912,2874946
236889,2874978
236866,2875002
236854,2875028
236841,2875049
236823,2875072
236808,2875098
236798,2875127
236788,2875154
236783,2875177
236766,2875207
236745,2875233
236728,2875259
236715,2875283
236697,2875312
236685,2875335
236675,2875373
236671,2875417
236674,2875448
236677,2875480
236678,2875517
236679,2875561
236677,2875603
236675,2875650
236674,2875694
236674,2875731
236672,2875769
236668,2875804
236655,2875830
236630,2875851
236604,2875866
236565,2875881
236534,2875899
236506,2875917
236480,2875943
236449,2875964
236413,2875985
236387,2875994
236354,2876003
236319,2875998
236283,2875985
236250,2875972
236216,2875966
236181,2875958
236145,2875946
236118,2875927
236089,2875911
236062,2875897
236031,2875883
235994,2875872
235947,2875859
235905,2875844
235866,2875837
235827,2875841
235790,2875847
235762,2875859
235733,2875877
235710,2875901
235698,2875939
235691,2875971
235691,2875997
235695,2876030
235699,2876066
235698,2876089
235693,2876127
235683,2876165
235672,2876196
235662,2876225
235651,2876247
235644,2876272
235642,2876296
235634,2876315
235616,2876334
235594,2876353
235566,2876369
235530,2876393
235506,2876405
235481,2876417
235452,2876434
235424,2876444
235397,2876454
235359,2876477
235326,2876495
235292,2876513
235253,2876528
235219,2876544
235202,2876548
235187,2876554
235170,2876555
235149,2876564
235133,2876578
235119,2876596
235104,2876624
235091,2876659
235076,2876686
235050,2876711
235027,2876735
235007,2876750
234982,2876764
234964,2876781
234950,2876797
234943,2876826
234947,2876855
234956,2876888
234962,2876922
234964,2876952
234970,2876979
234973,2877011
234974,2877037
234969,2877063
234954,2877083
234933,2877107
234918,2877122
234899,2877147
234888,2877168
234893,2877197
234907,2877220
234923,2877251
234935,2877274
234950,2877300
234961,2877323
234964,2877345
234960,2877369
234947,2877390
234929,2877413
234911,2877442
234899,2877469
234894,2877498
234890,2877527
234880,2877558
234865,2877585
234855,2877608
234841,2877630
234828,2877650
234814,2877673
234798,2877690
234774,2877715
234750,2877730
234724,2877741
234697,2877745
234672,2877742
234643,2877728
234619,2877725
234598,2877732
234583,2877744
234568,2877756
234549,2877768
234526,2877780
234496,2877801
234478,2877823
234473,2877850
234476,2877879
234484,2877908
234495,2877933
234507,2877962
234518,2877999
234521,2878028
234530,2878074
234541,2878109
234552,2878148
234566,2878180
234582,2878218
234598,2878249
234610,2878289
234616,2878324
234624,2878355
234623,2878388
234617,2878419
234614,2878459
234619,2878494
234634,2878522
234650,2878545
234661,2878573
234668,2878600
234674,2878629
234674,2878658
234678,2878681
234677,2878705
234671,2878727
234658,2878742
234637,2878754
234621,2878762
234605,2878771
234593,2878799
234589,2878817
234585,2878837
234582,2878854
234579,2878863
234578,2878876
234576,2878888
234580,2878909
234586,2878926
234594,2878943
234609,2878971
234625,2878992
234642,2879007
234662,2879023
234683,2879034
234710,2879045
234731,2879050
234761,2879061
234784,2879073
234799,2879086
234814,2879103
234825,2879127
234834,2879145
234838,2879157
234849,2879172
234860,2879193
234872,2879213
234879,2879231
234886,2879247
234892,2879263
234903,2879279
234919,2879283
234940,2879289
234959,2879282
234979,2879273
234998,2879261
235017,2879251
235041,2879242
235061,2879239
235090,2879243
235112,2879249
235130,2879258
235156,2879281
235174,2879303
235189,2879328
235204,2879348
235215,2879362
235236,2879378
235256,2879391
235273,2879406
235295,2879419
235317,2879434
235334,2879456
235349,2879480
235368,2879498
235385,2879513
235408,2879530
235423,2879540
235438,2879546
235454,2879565
235461,2879590
235462,2879613
235454,2879650
235455,2879673
235452,2879693
235456,2879716
235467,2879738
235472,2879760
235465,2879782
235451,2879802
235441,2879833
235437,2879859
235434,2879880
235427,2879905
235414,2879933
235400,2879961
235386,2879979
235372,2879998
235360,2880014
235340,2880040
235317,2880061
235300,2880077
235287,2880100
235277,2880134
235270,2880160
235262,2880188
235254,2880211
235244,2880238
235241,2880259
235233,2880284
235229,2880305
235223,2880327
235216,2880347
235212,2880365
235205,2880389
235198,2880409
235194,2880425
235195,2880443
235194,2880462
235194,2880481
235197,2880496
235199,2880513
235203,2880527
235211,2880543
235220,2880559
235233,2880570
235247,2880584
235261,2880594
235279,2880604
235304,2880614
235335,2880622
235366,2880635
235399,2880646
235418,2880656
235436,2880666
235452,2880685
235465,2880696
235479,2880706
235501,2880714
235523,2880718
235547,2880724
235569,2880731
235596,2880751
235619,2880767
235637,2880785
235651,2880799
235661,2880816
235670,2880828
235681,2880841
235692,2880856
235710,2880868
235729,2880877
235752,2880886
235775,2880894
235802,2880895
235827,2880907
235846,2880922
235860,2880938
235873,2880954
235884,2880969
235893,2880986
235904,2880999
235917,2881014
235927,2881036
235924,2881057
235923,2881083
235928,2881110
235932,2881131
235937,2881160
235944,2881188
235953,2881206
235963,2881217
235976,2881236
235989,2881251
236006,2881272
236023,2881287
236041,2881298
236060,2881314
236071,2881328
236086,2881341
236097,2881354
236115,2881364
236131,2881379
236147,2881392
236164,2881411
236179,2881424
236194,2881446
236198,2881470
236190,2881493
236183,2881518
236178,2881550
236174,2881568
236169,2881594
236174,2881621
236179,2881641
236183,2881671
236186,2881692
236190,2881708
236193,2881738
236193,2881767
236201,2881792
236206,2881822
236210,2881854
236212,2881881
236213,2881906
236212,2881936
236212,2881959
236208,2881978
236208,2881998
236207,2882019
236207,2882039
236206,2882060
236204,2882074
236202,2882094
236202,2882110
236201,2882140
236202,2882168
236193,2882187
236182,2882194
236169,2882205
236154,2882220
236138,2882236
236131,2882247
236121,2882270
236118,2882289
236109,2882310
236099,2882331
236085,2882351
236077,2882368
236065,2882391
236054,2882419
236042,2882442
236032,2882456
236014,2882486
236010,2882509
236013,2882542
236005,2882568
236001,2882598
235996,2882623
235988,2882646
235980,2882658
235959,2882670
235937,2882684
235912,2882696
235888,2882708
235861,2882729
235837,2882757
235821,2882787
235812,2882822
235800,2882854
235794,2882891
235779,2882923
235770,2882956
235777,2882977
235796,2882995
235817,2883002
235836,2883013
235853,2883030
235865,2883050
235888,2883073
235914,2883097
235939,2883115
235966,2883133
235996,2883142
236023,2883160
236049,2883187
236072,2883203
236091,2883227
236110,2883250
236124,2883267
236148,2883282
236174,2883300
236199,2883315
236218,2883336
236235,2883358
236256,2883378
236281,2883396
236306,2883412
236328,2883432
236340,2883455
236349,2883477
236368,2883498
236395,2883509
236414,2883524
236433,2883542
236448,2883565
236451,2883592
236449,2883617
236440,2883650
236432,2883682
236424,2883703
236410,2883730
236407,2883759
236401,2883782
236391,2883805
236377,2883820
236354,2883839
236334,2883856
236312,2883884
236298,2883902
236284,2883930
236282,2883951
236289,2883966
236295,2883985
236306,2884002
236315,2884023
236319,2884046
236330,2884067
236349,2884075
236374,2884082
236397,2884093
236414,2884106
236425,2884131
236423,2884163
236405,2884191
236383,2884209
236364,2884224
236350,2884238
236332,2884252
236311,2884269
236299,2884285
236296,2884315
236305,2884346
236307,2884364
236316,2884384
236320,2884405
236321,2884430
236321,2884450
236318,2884471
236316,2884489
236318,2884515
236325,2884540
236332,2884551
236338,2884569
236343,2884590
236349,2884608
236358,2884626
236373,2884640
236396,2884651
236412,2884665
236440,2884676
236465,2884687
236492,2884695
236515,2884709
236534,2884729
236551,2884751
236568,2884767
236581,2884785
236596,2884799
236619,2884817
236637,2884834
236659,2884846
236677,2884868
236688,2884886
236689,2884909
236703,2884940
236716,2884958
236734,2884972
236751,2884981
236768,2885000
236779,2885022
236792,2885036
236806,2885045
236821,2885065
236832,2885086
236832,2885105
236826,2885130
236825,2885158
236838,2885182
236863,2885204
236886,2885218
236909,2885229
236930,2885240
236960,2885251
236982,2885267
237009,2885280
237036,2885306
237063,2885324
237101,2885337
237134,2885341
237167,2885341
237196,2885336
237223,2885335
237246,2885339
237267,2885357
237284,2885373
237303,2885393
237322,2885409
237341,2885420
237360,2885431
237389,2885439
237424,2885448
237453,2885464
237472,2885477
237491,2885488
237510,2885501
237529,2885519
237545,2885533
237566,2885548
237593,2885569
237623,2885591
237663,2885608
237693,2885620
237729,2885627
237773,2885627
237808,2885624
237835,2885618
237861,2885619
237888,2885624
237903,2885638
237914,2885669
